Name,Team,City,Position,Jersey,Height (ft),Weight (lbs),Draft Year,Draft Round,Draft Number,School,Birthday,Start Year,End Year,PTS,AST,REB
Spud Webb,,,,,,,1985,4,87,North Carolina State,7/13/1963,1985,1997,9.9,5.3,2.1
James Webb III,Nets,Brooklyn,Forward,0,6.9,202,Undrafted,Undrafted,Undrafted,Boise State,8/19/1993,2017,2017,1.6,0.4,2.4
Chris Webber,,,,4,,,1993,1,1,Michigan,3/1/1973,1993,2007,20.7,4.2,9.8
Briante Weber,Rockets,Houston,Guard,3,6.2,165,Undrafted,Undrafted,Undrafted,Virginia Commonwealth,12/29/1992,2015,2017,3.2,1.4,1.9
Forest Weber,Steamrollers,Providence,Center,,6.6,225,Undrafted,Undrafted,Undrafted,Purdue,3/18/1918,1946,1946,3.5,0.1,
Jeff Webster,Bullets,Washington,Forward,42,6.8,232,1994,2,40,Oklahoma,2/19/1971,1995,1995,1.6,0.3,0.6
Martell Webster,Trail Blazers,Portland,Forward-Guard,9,6.7,230,2005,1,6,Seattle Preparatory School,12/4/1986,2005,2014,8.7,1,3.1
Marvin Webster,Knicks,New York,Center,40,7.1,225,1975,1,3,Morgan State,4/13/1952,1976,1986,7.1,1.2,7
Scott Wedman,Kings,Kansas City,Forward,8,6.7,215,1974,1,6,Colorado,7/29/1952,1974,1986,13.2,2,4.8
Sonny Weems,,,,,,,2008,2,39,Arkansas,7/8/1986,2008,2015,6.5,1.4,2.2
Dick Wehr,Jets,Indianapolis,Forward,,6.4,180,1948,,,Rice,12/9/1925,1948,1948,1.3,0.3,
Brant Weidner,Spurs,San Antonio,Forward,25,6.9,230,1983,4,90,William & Mary,10/28/1960,1983,1983,1,0,1.4
Bob Weiss,Bulls,Chicago,Guard,8,6.3,180,1965,3,22,Penn State,5/7/1942,1965,1976,7.6,3.7,1.8
Rick Weitzman,Celtics,Boston,Guard,26,6.2,175,1967,10,110,Northeastern,4/30/1946,1967,1967,1.3,0.3,0.4
Bonzi Wells,Trail Blazers,Portland,Guard-Forward,24,6.5,210,1998,1,11,Ball State,9/28/1976,1998,2007,12.1,2.1,4.6
Bubba Wells,Mavericks,Dallas,Forward,35,6.5,230,1997,2,34,Austin Peay,7/26/1974,1997,1997,3.3,0.9,1.7
Owen Wells,Rockets,Houston,Forward,30,6.7,200,1974,5,77,Detroit Mercy,12/9/1950,1974,1974,3,0.7,1.1
Ralph Wells,Zephyrs,Chicago,Guard,23,6.1,180,Undrafted,Undrafted,Undrafted,Northwestern,9/3/1940,1962,1962,0.7,2.3,2
Chris Welp,76ers,Philadelphia,Center,40,7,245,1987,1,16,Washington,1/2/1964,1987,1989,3.3,0.4,2.4
Jiri Welsch,Celtics,Boston,Forward,44,6.7,208,2002,1,16,,1/27/1980,2002,2005,6.1,1.5,2.4
Thomas Welsh,Nuggets,Denver,Center,45,7,255,2018,2,58,UCLA,2/3/1996,2018,2018,1.6,0.5,0.4
Bill Wennington,,,,,,,1985,1,16,St. John's (NY),4/26/1963,1985,1999,4.6,0.6,3
Matt Wenstrom,Celtics,Boston,Center,50,7.1,250,Undrafted,Undrafted,Undrafted,North Carolina,11/4/1970,1993,1993,1.6,0,1.1
Robert Werdann,Nuggets,Denver,Center,41,6.1,250,1992,2,46,St. John's (NY),9/12/1970,1992,1996,2.1,0.2,1.7
Ray Wertis,Rebels,Cleveland,Guard,,5.11,,Undrafted,Undrafted,Undrafted,St. John's (NY),1/1/1922,1946,1947,3.6,0.7,
David Wesley,Hornets,Charlotte,Guard,4,6.1,203,Undrafted,Undrafted,Undrafted,Baylor,11/14/1970,1993,2006,12.5,4.4,2.5
Walt Wesley,Royals,Cincinnati,Center,21,6.1,220,1966,1,6,Kansas,1/25/1945,1966,1975,8.5,0.7,5.5
David West,Hornets,New Orleans,Forward,3,6.9,250,2003,1,18,Xavier,8/29/1980,2003,2017,13.6,2.2,6.4
Delonte West,Celtics,Boston,Guard,13,6.3,180,2004,1,24,,7/26/1983,2004,2011,9.7,3.6,2.9
Doug West,,,,,,,1989,2,38,Villanova,5/27/1967,1989,2000,9.6,1.9,2.5
Jerry West,Lakers,Los Angeles,Guard,44,6.3,175,1960,1,2,West Virginia,5/28/1938,1960,1973,27,6.7,5.8
Mario West,Hawks,Atlanta,Guard,6,6.5,210,Undrafted,Undrafted,Undrafted,Georgia Tech,6/19/1984,2007,2010,1,0.3,0.9
Mark West,,,,,,,1983,2,30,Old Dominion,11/5/1960,1983,1999,5.7,0.4,4.9
Roland West,Bullets,Baltimore,Guard,15,6.4,178,1967,20,162,Cincinnati,6/6/1944,1967,1967,1,0,1.3
Russell Westbrook,Rockets,Houston,Guard,0,6.3,200,2008,1,4,UCLA,11/12/1988,2008,Present,27.2,7,7.9
Paul Westphal,Suns,Phoenix,Guard,44,6.4,195,1972,1,10,Southern California,11/30/1950,1972,1983,15.6,4.4,1.9
John Wetzel,Hawks,Atlanta,Guard,25,6.5,190,1966,8,75,Virginia Tech,10/22/1944,1967,1975,3.4,1.4,1.9
Robert Whaley,,,,,,,2005,2,51,Walsh,4/16/1982,2005,2005,2.1,0.7,1.9
Ennis Whatley,,,,,,,1983,1,13,Alabama,8/11/1962,1983,1996,5.6,4.6,1.8
DeJuan Wheat,Grizzlies,Vancouver,Guard,6,6,165,1997,2,51,Louisville,10/14/1973,1997,1998,3.3,1.6,0.7
Clinton Wheeler,Pacers,Indiana,Guard,11,6.1,185,1981,7,150,William Paterson,10/27/1959,1987,1988,2.9,1.8,0.8
Tyson Wheeler,,,,,,,1998,2,47,Rhode Island,10/8/1975,1998,1998,4,2,0
Lucian Whitaker,Celtics,Boston,Guard,5,6.1,180,1952,,,Kentucky,8/29/1930,1954,1954,0.7,0.3,0.3
Coby White,Bulls,Chicago,Guard,0,6.4,195,2019,1,7,North Carolina,2/16/2000,2019,Present,13.2,2.7,3.5
DJ White,Bobcats,Charlotte,Forward,8,6.9,250,2008,1,29,Indiana,8/31/1986,2008,2013,5.9,0.6,3.2
Derrick White,Spurs,San Antonio,Guard,4,6.4,190,2017,1,29,Colorado,7/2/1994,2017,Present,11.3,3.5,3.3
Eric White,Clippers,Los Angeles,Forward,12,6.8,200,1987,3,65,Pepperdine,12/30/1965,1987,1988,6.1,0.5,2.4
Herb White,Hawks,Atlanta,Guard,34,6.2,195,1970,8,133,Georgia,6/15/1948,1970,1970,2.4,1.2,1.3
Hubie White,Warriors,San Francisco,Guard,23,6.4,205,1962,2,14,Villanova,1/26/1940,1962,1963,3.3,0.8,1.5
Jahidi White,,,,,,,1998,2,43,Georgetown,2/19/1976,1998,2004,5.9,0.2,5.8
James White,Knicks,New York,Guard-Forward,4,6.7,215,2006,2,31,Cincinnati,10/21/1982,2006,2012,2.7,0.5,1
Jojo White,Celtics,Boston,Guard,10,6.3,190,1969,1,9,Kansas,11/16/1946,1969,1980,17.2,4.9,4
Okaro White,,,,,,,Undrafted,Undrafted,Undrafted,Florida State,8/13/1992,2016,2018,2.7,0.5,2.2
Randy White,Mavericks,Dallas,Forward,52,6.8,240,1989,1,8,Louisiana Tech,11/4/1967,1989,1993,7.4,0.6,4.9
Rodney White,Nuggets,Denver,Forward,3,6.9,230,2001,1,9,North Carolina-Charlotte,6/28/1980,2001,2004,7.1,1.1,2.2
Rory White,Clippers,Los Angeles,Forward,22,6.8,210,1982,4,86,South Alabama,8/16/1959,1982,1986,7.4,0.7,2.3
Royce White,,,,,,,2012,1,16,Iowa State,4/10/1991,2012,2013,0,0,0
Rudy White,Rockets,Houston,Guard,10,6.2,195,1975,3,47,Arizona State,6/23/1953,1975,1980,3.1,0.9,1
Terrico White,Pistons,Detroit,Guard,23,6.5,213,2010,2,36,Mississippi,3/7/1990,2010,2010,,,
Tony White,Warriors,Golden State,Guard,4,6.2,170,1987,2,33,Tennessee,2/15/1965,1987,1987,5.3,1.2,0.6
Willie White,Nuggets,Denver,Guard,10,6.3,195,1984,2,42,Tennessee-Chattanooga,8/20/1962,1984,1985,3.7,1,1
Andrew White III,Hawks,Atlanta,Forward,4,6.7,210,Undrafted,Undrafted,Undrafted,Syracuse,6/16/1993,2017,2017,4.6,0.4,2.3
Isaiah Whitehead,Nets,Brooklyn,Guard,12,6.4,213,2016,2,42,Seton Hall,3/8/1995,2016,2018,7.2,2.4,2.4
Jerome Whitehead,Warriors,Golden State,Center,6,6.1,220,1978,2,41,Marquette,9/30/1956,1978,1988,6.5,0.6,4.8
Donald Whiteside,,,,,,,Undrafted,Undrafted,Undrafted,Northern Illinois,4/25/1969,1996,1997,2,1.2,0.4
Hassan Whiteside,Trail Blazers,Portland,Center,21,7,265,2010,2,33,Marshall,6/13/1989,2010,Present,15.5,1.2,13.5
Dwayne Whitfield,Raptors,Toronto,Forward,23,6.7,240,1995,2,40,Jackson State,8/21/1972,1995,1995,5,0.3,3.1
Charles Whitney,Kings,Kansas City,Forward,43,6.5,235,1980,1,16,North Carolina State,6/22/1957,1980,1981,5.8,1.2,2.1
Chris Whitney,Wizards,Washington,Guard,12,6,175,1993,2,47,Clemson,10/5/1971,1993,2003,6.5,2.8,1.4
Shayne Whittington,Pacers,Indiana,Forward-Center,42,6.1,250,Undrafted,Undrafted,Undrafted,Western Michigan,3/27/1991,2014,2015,2.5,0.3,1.5
Sidney Wicks,Trail Blazers,Portland,Forward,21,6.9,225,1971,1,2,California-Los Angeles,9/19/1949,1971,1980,16.8,3.2,8.7
Murray Wier,Blackhawks,Tri-Cities,Guard,17,5.9,155,1948,,,Iowa,12/12/1926,1949,1949,7.7,1.9,
Bob Wiesenhahn,Royals,Cincinnati,Forward,71,6.4,215,1961,2,11,Cincinnati,12/22/1938,1961,1961,2,0.4,1.9
Andrew Wiggins,Warriors,Golden State,Forward,22,6.7,197,2014,1,1,Kansas,2/23/1995,2014,Present,21.8,3.7,5.1
Mitchell Wiggins,Rockets,Houston,Guard,23,6.4,185,1983,1,23,Florida State,9/28/1959,1983,1991,10,1.6,3.2
Ken Wilburn,Bulls,Chicago,Forward,9,6.6,195,1966,4,39,Central State (OH),6/8/1944,1967,1968,2.6,0.4,1.9
C.J. Wilcox,Clippers,LA,Guard,23,6.5,195,2014,1,28,Washington,12/30/1990,2014,2017,2,0.5,0.5
Chris Wilcox,Clippers,Los Angeles,Forward-Center,44,6.1,235,2002,1,8,Maryland,9/3/1982,2002,2012,8.2,0.7,4.9
D.C. Wilcutt,Bombers,St. Louis,Guard,,6.2,165,1948,,,Saint Louis,3/25/1923,1948,1949,2.2,1.4,
Gene Wiley,Lakers,Los Angeles,Center,12,6.1,210,1962,2,15,Wichita State,11/12/1937,1962,1965,4.2,0.8,7.3
Jacob Wiley,,,,,,,Undrafted,Undrafted,Undrafted,Eastern Washington,9/4/1994,2017,2017,0.8,0.4,2.2
Michael Wiley,Clippers,San Diego,Forward,21,6.9,200,1980,2,39,Long Beach State,10/16/1957,1980,1981,7.4,0.7,2.6
Morlon Wiley,Mavericks,Dallas,Guard,11,6.4,185,1988,2,46,Long Beach State,9/24/1966,1988,1994,3.7,2.4,1.2
Win Wilfong,Royals,Cincinnati,Guard,41,6.2,185,1957,1,4,Memphis,3/18/1932,1957,1960,6.8,2.1,3.4
Lenny Wilkens,Hawks,St. Louis,Guard,19,6.1,180,1960,1,6,Providence,10/28/1937,1960,1974,16.5,6.7,4.7
Bob Wilkerson,Nuggets,Denver,Guard,33,6.6,195,1976,1,11,Indiana,8/15/1954,1976,1982,10.1,3.4,4.2
Jamaal Wilkes,Lakers,Los Angeles,Forward,52,6.6,190,1974,1,11,California-Los Angeles,5/2/1953,1974,1985,17.7,2.5,6.2
James Wilkes,Bulls,Chicago,Forward,34,6.7,195,1980,3,50,California-Los Angeles,3/12/1958,1980,1982,4.8,0.9,2.4
Damien Wilkins,,,,,,,Undrafted,Undrafted,Undrafted,Georgia,1/11/1980,2004,2017,6.2,1.4,2.3
Dominique Wilkins,Hawks,Atlanta,Forward,21,6.8,230,1982,1,3,Georgia,1/12/1960,1982,1998,24.8,2.5,6.7
Eddielee Wilkins,Knicks,New York,Center,55,6.1,220,1984,6,133,Gardner-Webb,5/7/1962,1984,1992,4.8,0.2,3.1
Gerald Wilkins,,,,,,,1985,2,47,Tennessee-Chattanooga,9/11/1963,1985,1998,13,3,2.9
Jeff Wilkins,Jazz,Utah,Center,45,6.1,230,1977,2,37,Illinois State,3/9/1955,1980,1985,7.9,1,5.7
Dale Wilkinson,Clippers,Los Angeles,Forward,38,6.1,220,1982,10,221,Idaho State,3/18/1960,1984,1984,1.2,0.2,0.3
Mike Wilks,,,,,,,Undrafted,Undrafted,Undrafted,Rice,5/7/1979,2002,2009,2.5,1.2,1
Aaron Williams,,,,,,,Undrafted,Undrafted,Undrafted,Xavier,10/2/1971,1993,2007,5.8,0.7,3.9
Alan Williams,Suns,Phoenix,Forward-Center,15,6.8,265,Undrafted,Undrafted,Undrafted,Cal-Santa Barbara,1/28/1993,2015,2018,6.2,0.6,5.5
Alvin Williams,,,,,,,1997,2,47,Villanova,8/6/1974,1997,2006,9,4.1,2.5
Arthur Williams,Celtics,Boston,Guard,7,6.1,180,Undrafted,Undrafted,Undrafted,Cal State-Poly Pomona,9/29/1939,1967,1973,5.3,4.4,3.1
Bernie Williams,Rockets,San Diego,Guard,35,6.3,175,1969,2,21,La Salle,12/30/1945,1969,1970,7,2.2,1.9
Bob Williams,Lakers,Minneapolis,Forward,33,6.6,230,Undrafted,Undrafted,Undrafted,Florida A&M,5/12/1931,1955,1956,2.9,0.3,2.5
Brandon Williams,,,,,,,Undrafted,Undrafted,Undrafted,Davidson,2/27/1975,1997,2002,2.3,0.2,1
Buck Williams,Nets,New Jersey,Forward,52,6.8,225,1981,1,3,Maryland,3/8/1960,1981,1997,12.8,1.3,10
C.J. Williams,Timberwolves,Minnesota,Guard,12,6.5,226,Undrafted,Undrafted,Undrafted,North Carolina State,2/6/1990,2017,2018,4.7,1,1.2
Chuck Williams,Braves,Buffalo,Guard,11,6.2,175,1968,6,76,Colorado,6/6/1946,1976,1977,5.5,3.3,1.7
Chuckie Williams,Cavaliers,Cleveland,Guard,15,6.3,180,1976,1,15,Kansas State,12/31/1953,1976,1976,1.7,0.3,0.2
Cliff Williams,Pistons,Detroit,Guard,12,6.3,180,Undrafted,Undrafted,Undrafted,Bowling Green,4/15/1945,1968,1968,1.3,0.7,1
Corey Williams,Bulls,Chicago,Guard,12,6.3,190,1992,2,33,Oklahoma State,8/8/1977,1992,1993,2.4,0.7,0.9
Deron Williams,Jazz,Utah,Guard,31,6.3,200,2005,1,3,Illinois,6/26/1984,2005,2016,16.3,8.1,3.1
Derrick Williams,,,,,,,2011,1,2,Arizona,5/25/1991,2011,2017,8.9,0.7,4
Brandon Williams,,,,,,,Undrafted,Undrafted,Undrafted,Davidson,2/27/1975,1997,2002,2.3,0.2,1
Earl Williams,Suns,Phoenix,Center,52,6.7,230,1974,3,49,Winston-Salem State,3/24/1951,1974,1978,4.5,0.9,5.6
Elliot Williams,,,,,,,2010,1,22,Memphis,6/20/1989,2010,2015,4.9,0.9,1.5
Eric Williams,,,,,,,1995,1,14,Providence,7/17/1972,1995,2006,8.6,1.4,3.3
Frank Williams,Knicks,New York,Guard,30,6.3,212,2002,1,25,Illinois,2/25/1980,2002,2004,2.9,1.9,0.9
Freeman Williams,Clippers,San Diego,Guard,20,6.4,190,1978,1,8,Portland State,5/15/1956,1978,1985,14.7,1.6,1.6
Grant Williams,Celtics,Boston,Forward,12,6.6,236,2019,1,22,Tennessee,11/30/1998,2019,Present,3.4,1,2.6
Gus Williams,SuperSonics,Seattle,Guard,1,6.2,175,1975,2,20,Southern California,10/10/1953,1975,1986,17.1,5.6,2.7
Guy Williams,Bullets,Washington,Forward,34,6.9,200,1983,2,34,Washington State,7/1/1960,1984,1985,2.6,0.3,1.3
Herb Williams,Pacers,Indiana,Center,32,6.1,260,1981,1,14,Ohio State,2/16/1958,1981,1998,10.8,1.7,5.9
Hot Rod Williams,Cavaliers,Cleveland,Center,18,6.1,245,1985,2,45,Tulane,8/9/1962,1986,1998,11,1.8,6.8
Jason Williams,,,,,,,1998,1,7,Florida,11/18/1975,1998,2010,10.5,5.9,2.3
Jawad Williams,,,,,,,Undrafted,Undrafted,Undrafted,North Carolina,2/19/1983,2008,2010,3.8,0.6,1.5
Jay Williams,Bulls,Chicago,Guard,22,6.2,195,2002,1,2,Duke,9/10/1981,2002,2002,9.5,4.7,2.6
Jayson Williams,,,,,,,1990,1,21,St. John's (NY),2/22/1968,1990,1998,7.3,0.6,7.5
Jerome Williams,Pistons,Detroit,Forward-Center,31,6.9,206,1996,1,26,Georgetown,5/10/1973,1996,2004,6.6,0.8,6.4
John Williams,Bullets,Washington,Forward,24,6.8,235,1986,1,12,Louisiana State,10/26/1966,1986,1994,10.1,2.9,5.1
Johnathan Williams,Wizards,Washington,Forward,19,6.9,228,Undrafted,Undrafted,Undrafted,Gonzaga,5/22/1995,2018,Present,3,0.5,4.3
Jordan Williams,Nets,New Jersey,Center,20,6.1,260,2011,2,36,Maryland,10/11/1990,2011,2011,4.6,0.3,3.6
Justin Williams,,,,,,,Undrafted,Undrafted,Undrafted,Wyoming,5/12/1984,2006,2007,3.4,0,3.3
Kenny Williams,Pacers,Indiana,Forward,44,6.9,205,1990,2,46,Elizabeth City State,6/9/1969,1990,1993,4.8,0.6,2.7
Kenrich Williams,Pelicans,New Orleans,Guard-Forward,34,6.6,210,Undrafted,Undrafted,Undrafted,Texas Christian,12/2/1994,2018,Present,3.5,1.5,4.8
Kevin Williams,SuperSonics,Seattle,Guard,42,6.2,175,1983,2,46,St. John's (NY),9/11/1961,1983,1988,4.9,1.2,1.4
Lorenzo Williams,,,,,,,Undrafted,Undrafted,Undrafted,Stetson,7/15/1969,1992,1999,3,1,6.3
Lou Williams,Clippers,LA,Guard,23,6.1,175,2005,2,45, ,10/27/1986,2005,Present,18.2,5.6,3.1
Marcus Williams,Nets,New Jersey,Guard,5,6.3,205,2006,1,22,Connecticut,12/3/1985,2006,2009,5.6,2.8,1.8
Marcus Williams,Nets,New Jersey,Guard,5,6.3,205,2006,1,22,Connecticut,12/3/1985,2006,2009,5.6,2.8,1.8
Marvin Williams,Bucks,Milwaukee,Forward,20,6.8,237,2005,1,2,North Carolina,6/19/1986,2005,Present,5.9,1,3.2
Micheal Williams,,,,,,,1988,2,48,Baylor,7/23/1966,1988,1998,11,5.8,2.5
Mike Williams,Kings,Sacramento,Guard,35,6.8,255,1986,3,51,Bradley,8/14/1963,1989,1989,0.7,0.1,1.1
Milt Williams,SuperSonics,Seattle,Guard,12,6.2,182,1968,17,202,Lincoln (MO),11/22/1945,1970,1973,3.5,1.8,0.8
Mo Williams,Bucks,Milwaukee,Guard,52,6.1,198,2003,2,47,Alabama,12/19/1982,2003,2015,13.2,4.9,2.8
Monty Williams,Magic,Orlando,Forward,5,6.8,225,1994,1,24,Notre Dame,10/8/1971,1994,2002,6.3,1.2,2.8
Nate Williams,Kings,Kansas City-Omaha,Guard,33,6.4,215,1976,5,69,Utah State,5/2/1950,1971,1978,12,1.5,3.8
Pete Williams,Nuggets,Denver,Forward,31,6.7,190,1985,4,89,Arizona,3/10/1965,1985,1986,2.6,0.3,2.5
Ray Williams,Knicks,New York,Guard,13,6.3,188,1977,1,10,Minnesota,10/14/1954,1977,1986,15.5,5.8,3.6
Reggie Williams,,,,,,,1987,1,4,Georgetown,3/5/1964,1987,1996,12.5,2.5,4
Reggie Williams,,,,,,,1987,1,4,Georgetown,3/5/1964,1987,1996,12.5,2.5,4
Rickey Williams,Jazz,Utah,Guard,25,6.1,175,1978,10,190,Long Beach State,3/12/1957,1982,1982,3.3,0.8,0.9
Rob Williams,Nuggets,Denver,Guard,21,6.2,175,1982,1,19,Houston,5/5/1961,1982,1983,8.6,5.4,2.2
Aaron Williams,,,,,,,Undrafted,Undrafted,Undrafted,Xavier,10/2/1971,1993,2007,5.8,0.7,3.9
Sam Williams,Bucks,Milwaukee,Guard,3,6.3,180,1968,3,35,Iowa,1/22/1945,1968,1969,3.9,1,1.8
Samuel Williams,Warriors,Golden State,Forward,,6.8,210,1981,2,33,Arizona State,3/7/1959,1981,1984,6.3,0.6,4.5
Scott Williams,,,,,,,Undrafted,Undrafted,Undrafted,North Carolina,3/21/1968,1990,2004,5.1,0.6,4.7
Sean Williams,Nets,New Jersey,Forward-Center,56,6.1,235,2007,1,17,Boston College,9/13/1986,2007,2011,4.2,0.3,3.4
Shammond Williams,SuperSonics,Seattle,Guard,3,6.1,201,1998,2,34,North Carolina,4/5/1975,1998,2006,5.8,2.4,1.6
Shawne Williams,Pacers,Indiana,Forward,3,6.1,230,2006,1,17,Memphis,2/16/1986,2006,2014,5.6,0.7,3
Shelden Williams,Hawks,Atlanta,Center-Forward,33,6.9,250,2006,1,5,Duke,10/21/1983,2006,2011,4.5,0.5,4.3
Sly Williams,Knicks,New York,Forward,35,6.7,210,1979,1,21,Rhode Island,1/26/1958,1979,1985,10.9,2,4.2
Terrence Williams,Nets,New Jersey,Guard-Forward,55,6.6,220,2009,1,11,Louisville,6/28/1987,2009,2012,7.1,2.4,3.6
Travis Williams,,,,,,,Undrafted,Undrafted,Undrafted,South Carolina State,5/27/1969,1997,1998,3.2,0.5,2.4
Troy Williams,Kings,Sacramento,Forward,19,6.7,218,Undrafted,Undrafted,Undrafted,Indiana,12/30/1994,2016,2018,6,0.7,2.7
Walt Williams,,,,,,,1992,1,7,Maryland,4/16/1970,1992,2002,11.8,2.3,3.9
Ward Williams,Pistons,Ft. Wayne Zollner,Forward,25,6.4,195,1948,1,8,Indiana,6/26/1923,1948,1948,4.1,1.5,
Willie Williams,Celtics,Boston,Forward,11  15,6.7,200,1970,3,38,Florida State,7/28/1946,1970,1970,0.9,0.3,0.9
Robert Williams III,Celtics,Boston,Center-Forward,44,6.8,237,2018,1,27,Texas A&M,10/17/1997,2018,Present,5.2,0.9,4.4
Matt Williams Jr.,,,,,,,Undrafted,Undrafted,Undrafted,Central Florida,10/14/1993,2017,2017,1.7,0,0.3
Nigel Williams-Goss,Jazz,Utah,Guard,0,6.2,190,2017,2,55,Gonzaga,9/16/1994,2019,Present,1.4,0.6,0.6
Corliss Williamson,Kings,Sacramento,Forward,34,6.7,245,1995,1,13,Arkansas,12/4/1973,1995,2006,11.1,1.2,3.9
John Williamson,Nets,New Jersey,Guard,23,6.2,185,1973,6,96,New Mexico State,11/10/1951,1976,1980,20.1,2.8,2.5
Zion Williamson,Pelicans,New Orleans,Forward,1,6.6,284,2019,1,1,Duke,7/6/2000,2019,Present,22.5,2.1,6.3
Kevin Willis,Hawks,Atlanta,Center-Forward,45,7,245,1984,1,11,Michigan State,9/6/1962,1984,2006,12.1,0.9,8.4
Bill Willoughby,Rockets,Houston,Forward,34,6.8,205,1975,2,19,Dwight Morrow,5/20/1957,1975,1983,6,0.8,3.9
Dedric Willoughby,,,,,,,Undrafted,Undrafted,Undrafted,Iowa State,5/27/1974,1999,1999,7.6,2.6,2
Bob Wilson,Hawks,Milwaukee,Guard,12,6.4,185,Undrafted,Undrafted,Undrafted,West Virginia State,3/8/1926,1951,1951,3.7,1.7,3.3
Bobby Wilson,Bulls,Chicago,Guard,7,6.2,175,1974,3,52,Wichita State,1/15/1951,1974,1977,5.5,0.8,1.2
D.J. Wilson,Bucks,Milwaukee,Forward,5,6.1,231,2017,1,17,Michigan,2/19/1996,2017,Present,3.6,0.7,2.5
George Wilson,76ers,Philadelphia,Center,33,6.8,225,1964,,,Cincinnati,5/9/1942,1964,1970,5.4,0.7,5.2
Isaiah Wilson,Pistons,Detroit,Guard,10,6.2,175,1971,2,29,Baltimore,5/31/1948,1971,1971,3.5,0.9,1
Jamil Wilson,,,,,,,Undrafted,Undrafted,Undrafted,Marquette,11/21/1990,2017,2017,7,0.7,2.1
Mike Wilson,Nets,New Jersey,Guard,15,6.3,175,1982,3,47,Marquette,9/15/1959,1983,1986,3.4,1.4,1.1
Nikita Wilson,Trail Blazers,Portland,Forward,41,6.8,200,1987,2,30,Louisiana State,2/25/1964,1987,1987,1.3,0.2,0.7
Othell Wilson,Warriors,Golden State,Guard,2,6,190,1984,2,35,Virginia,10/26/1961,1984,1986,4.2,3.3,1.7
Rick Wilson,Hawks,Atlanta,Guard,42,6.4,200,1978,2,25,Louisville,2/7/1956,1978,1979,2.9,1.3,1.2
Ricky Wilson,Spurs,San Antonio,Guard,15,6.3,195,1986,3,52,George Mason,7/16/1964,1987,1987,5.2,2.9,1.1
Thomas Wilson,Warriors,Golden State,Guard,17,6.3,175,1978,5,101,Western Carolina,8/7/1955,1979,1979,1.1,0.8,1
Trevor Wilson,Kings,Sacramento,Forward,30,6.7,210,1990,2,36,California-Los Angeles,3/16/1968,1990,1995,5.7,1,3.4
Kyle Wiltjer,Rockets,Houston,Forward,30,6.1,240,Undrafted,Undrafted,Undrafted,Gonzaga,10/20/1992,2016,2016,0.9,0.1,0.7
Kennard Winchester,Rockets,Houston,Forward,20,6.5,210,Undrafted,Undrafted,Undrafted,Averett,9/3/1966,1990,1992,3.4,0.4,1.1
Tony Windis,Pistons,Detroit,Guard,10,6.1,160,1959,5,32,Wyoming,1/27/1933,1959,1959,4,3.6,5.2
Dylan Windler,Cavaliers,Cleveland,Guard-Forward,9,6.6,196,2019,1,26,Belmont,9/22/1996,2019,Present,,,
John Windsor,Warriors,San Francisco,Forward,15,6.8,215,1962,5,39,Stanford,4/3/1940,1963,1963,2.5,0.2,2.4
Lee Winfield,SuperSonics,Seattle,Guard,3,6.2,174,1969,3,32,North Texas,2/4/1947,1969,1975,7.3,2.5,2.1
David Wingate,SuperSonics,Seattle,Guard-Forward,25,6.5,187,1986,2,44,Georgetown,12/15/1963,1986,2000,5.6,1.9,1.9
Dontonio Wingfield,,,,,,,1994,2,37,Cincinnati,6/23/1974,1994,1997,3.7,0.7,2.4
Harthorne Wingo,Knicks,New York,Forward,43,6.6,210,Undrafted,Undrafted,Undrafted,,9/9/1947,1972,1975,4.8,0.6,3.5
Marv Winkler,Bucks,Milwaukee,Guard,5,6.1,164,1970,3,50,Louisiana-Lafayette,2/18/1948,1970,1970,2.7,0.7,1.3
Justise Winslow,Grizzlies,Memphis,Forward-Guard,7,6.6,222,2015,1,10,Duke,3/26/1996,2015,Present,11.3,4,6.6
Rickie Winslow,Bucks,Milwaukee,Forward,31,6.8,225,1987,2,28,Houston,7/26/1964,1987,1987,1,0.3,1
Trevor Winter,,,,,,,Undrafted,Undrafted,Undrafted,Minnesota,1/7/1974,1998,1998,0,0,3
Brian Winters,Bucks,Milwaukee,Guard,32,6.4,185,1974,1,12,South Carolina,3/1/1952,1974,1982,16.2,4.1,2.6
Voise Winters,76ers,Philadelphia,Forward,11,6.8,200,1985,2,44,Bradley,10/12/1962,1985,1985,1.5,0,0.8
Willie Wise,Nuggets,Denver,Forward,42,6.6,210,1969,5,64,Drake,3/3/1947,1976,1977,8,1.8,3.3
Jeff Withey,,,,,,,2013,2,39,Kansas,3/7/1990,2013,2017,3.2,0.3,2.5
Luke Witte,Cavaliers,Cleveland,Center,44,7,235,1973,4,57,Ohio State,10/19/1950,1973,1975,3.2,0.5,3
Randy Wittman,Hawks,Atlanta,Guard,14,6.6,210,1983,1,22,Indiana,10/28/1959,1983,1991,7.4,2.2,1.4
Garry Witts,Bullets,Washington,Guard,20,6.7,190,1981,5,103,Holy Cross,7/3/1959,1981,1981,2.9,0.8,1.3
Dave Wohl,Rockets,Houston,Guard,15,6.2,185,1971,3,46,Pennsylvania,11/2/1949,1971,1977,6.2,3.4,1.4
Joe Wolf,,,,,,,1987,1,13,North Carolina,12/17/1964,1987,1998,4.2,1,3.3
